метро;комнат;ссылка;адрес;минут до метро;цена;площадь
Район Центральный;2-комнатная;http://novosibirsk.cian.ru/sale/flat/45439293/;Новосибирская область, Новосибирск, район Центральный, ул. Орджоникидзе, 33;0;4.2;47
Район Центральный;3-комнатная;http://novosibirsk.cian.ru/sale/flat/45526957/;Новосибирская область, Новосибирск, район Центральный, ул. Орджоникидзе, 27;0;5.3;71
Район Центральный;3-комнатная;http://novosibirsk.cian.ru/sale/flat/45501965/;Новосибирская область, Новосибирск, район Центральный, Депутатская ул., 38;0;7.8;71
Район Центральный;4-комнатная;http://novosibirsk.cian.ru/sale/flat/45497837/;Новосибирская область, Новосибирск, район Центральный, Трудовая ул., 7;0;7.5;80
Район Центральный;2-комнатная;http://novosibirsk.cian.ru/sale/flat/46543342/;Новосибирская область, Новосибирск, район Центральный, Красный просп., 31;0;3.5;51
Район Центральный;2-комнатная;http://novosibirsk.cian.ru/sale/flat/46084057/;Новосибирская область, Новосибирск, район Центральный, ул. Орджоникидзе, 27;0;3.9;45
Район Центральный;2-комнатная;http://novosibirsk.cian.ru/sale/flat/45711857/;Новосибирская область, Новосибирск, район Центральный, ул. Орджоникидзе, 33;0;4.2;47
Район Центральный;3-комнатная;http://novosibirsk.cian.ru/sale/flat/43231368/;Новосибирская область, Новосибирск, район Центральный, Трудовая ул., 7;0;6.8;71
Район Центральный;4-комнатная;http://novosibirsk.cian.ru/sale/flat/17773330/;Новосибирская область, Новосибирск, район Центральный, Трудовая ул., 7;0;7.5;80
Район Центральный;2-комнатная;http://novosibirsk.cian.ru/sale/flat/38581709/;Новосибирская область, Новосибирск, район Центральный, Красный просп., 31;0;3.5;51
