метро;комнат;ссылка;адрес;минут до метро;цена;площадь
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/37776592/;Москва, район Якиманка, ул. Большая Полянка, 30;7;15.0;35
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/40158827/;Москва, район Замоскворечье, Люсиновская ул., 2С1;1;15.5;53
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/40639841/;Москва, район Замоскворечье, Люсиновская ул., 2С1;1;17.0;53
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/33050680/;Москва, район Замоскворечье, Мытная ул., 7с1;8;31.1;75
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/3570283/;Москва, район Замоскворечье, Мытная ул., 7с1;8;31.8;65
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/30024316/;Москва, район Замоскворечье, Мытная ул., 7с1;9;31.9;65
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/34801042/;Москва, район Якиманка, ул. Большая Полянка, 44;5;32.6;49
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/44020640/;Москва, район Замоскворечье, Мытная ул., 7с1;5;37.5;90
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/34799668/;Москва, район Якиманка, ул. Большая Полянка, 44;5;42.1;55
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/34805704/;Москва, район Якиманка, ул. Большая Полянка, 44;5;61.9;92
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/34826266/;Москва, район Якиманка, ул. Большая Полянка, 44;5;88.8;124
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/34322752/;Москва, район Замоскворечье, Большая Серпуховская ул., 31К9;7;9.4;43
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/39025583/;Москва, район Замоскворечье, ул. Павла Андреева, 4;7;11.9;37
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/28424662/;Москва, район Даниловский, Люсиновская ул., 55;13;12.8;55
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/12590377/;Москва, район Даниловский, Мытная ул., 25;14;13.5;55
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/40613645/;Москва, район Якиманка, ул. Большая Ордынка, 68;2;14.0;42
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/38122114/;Москва, район Замоскворечье, Валовая ул., 8;3;15.5;57
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/8800803/;Москва, район Замоскворечье, Люсиновская ул., 36/50;8;18.0;48
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/23145222/;Москва, район Якиманка, Мытная ул., 40;10;23.2;66
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/43278096/;Москва, район Якиманка, Житная ул., 10;3;24.8;56
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/42966720/;Москва, район Замоскворечье, Мытная ул., 7с1;9;27.0;54
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/23348628/;Москва, район Замоскворечье, Мытная ул., 7с1;10;27.2;54
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/30475144/;Москва, район Замоскворечье, Мытная ул., 7с1;5;27.7;66
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/42966756/;Москва, район Замоскворечье, Мытная ул., 7с1;9;29.0;54
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/43470431/;Москва, район Замоскворечье, Мытная ул., 7с1;5;29.5;52
Добрынинская;1-комнатная;http://www.cian.ru/sale/flat/12598852/;Москва, район Замоскворечье, Мытная ул., 7с1;10;34.5;64
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/24799174/;Москва, район Якиманка, ул. Большая Полянка, 44;5;34.7;50
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/30601030/;Москва, район Замоскворечье, Мытная ул., 7с2;9;34.9;76
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/30601006/;Москва, район Замоскворечье, Мытная ул., 7с1;9;35.0;75
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/44020635/;Москва, район Замоскворечье, Мытная ул., 7с1;5;35.5;73
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/43470359/;Москва, район Замоскворечье, Мытная ул., 7с1;5;35.7;76
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/32770984/;Москва, район Замоскворечье, Мытная ул., 7с1;9;35.8;75
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/43470335/;Москва, район Замоскворечье, Мытная ул., 7с1;5;36.0;82
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/43470311/;Москва, район Замоскворечье, Мытная ул., 7с1;5;36.0;75
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/21305561/;Москва, район Замоскворечье, Мытная ул., 7с1;10;36.0;75
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/30600988/;Москва, район Замоскворечье, Мытная ул., 7с1;9;36.5;73
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/30601054/;Москва, район Замоскворечье, Мытная ул., 7с1;9;37.7;73
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/43470377/;Москва, район Замоскворечье, Мытная ул., 7с1;5;38.0;76
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/21305417/;Москва, район Замоскворечье, Мытная ул., 7с1;10;39.0;81
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/44020360/;Москва, район Замоскворечье, Мытная ул., 7с1;5;39.3;73
Добрынинская;2-комнатная;http://www.cian.ru/sale/flat/3042049/;Москва, район Замоскворечье, Мытная ул., 7с1;10;39.6;76
