метро;комнат;ссылка;адрес;минут до метро;цена;площадь
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/46592547/;Москва, район Алексеевский, просп. Мира, 120;8;32.0;68
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/2916470/;Москва, район Алексеевский, Новоалексеевская ул., 22АС1;8;32.0;108
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/2811741/;Москва, район Алексеевский, Новоалексеевская ул., 22АС8;9;44.4;108
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/2881490/;Москва, район Алексеевский, Новоалексеевская ул., 22АС1;8;45.4;108
Алексеевская;1-комнатная;http://www.cian.ru/sale/flat/44805763/;Москва, район Алексеевский, просп. Мира, 102С30;7;7.0;33
Алексеевская;1-комнатная;http://www.cian.ru/sale/flat/43708739/;Москва, район Алексеевский, просп. Мира, 116Б;2;7.5;32
Алексеевская;1-комнатная;http://www.cian.ru/sale/flat/35985864/;Москва, район Алексеевский, просп. Мира, 110/2;3;7.9;37
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/4211615/;Москва, район Останкинский, 2-я Новоостанкинская ул., 2;12;7.9;39
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/13931014/;Москва, район Останкинский, ул. Годовикова, 14;5;7.9;37
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/32760448/;Москва, район Останкинский, Большая Марьинская ул., 15;4;8.0;40
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/35836830/;Москва, район Останкинский, ул. Бочкова, 9;10;8.5;45
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/28168252/;Москва, район Останкинский, ул. Годовикова, 1К1;9;8.8;42
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/44805955/;Москва, район Останкинский, ул. Годовикова, 4С2;2;9.9;50
Алексеевская;1-комнатная;http://www.cian.ru/sale/flat/39320609/;Москва, район Останкинский, просп. Мира, 99;4;10.4;46
Алексеевская;1-комнатная;http://www.cian.ru/sale/flat/45990562/;Москва, район Останкинский, ул. Бочкова, 5;5;10.5;45
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/43300068/;Москва, район Останкинский, ул. Бочкова, 5;5;10.6;45
Алексеевская;2-комнатная;http://www.cian.ru/sale/flat/44806827/;Москва, район Алексеевский, просп. Мира, 102С17;7;11.0;47
Алексеевская;1-комнатная;http://www.cian.ru/sale/flat/20057645/;Москва, район Алексеевский, 3-я Мытищинская ул., 3С1;5;11.0;39
