метро;комнат;ссылка;адрес;минут до метро;цена;площадь
Район Октябрьский;2-комнатная;http://samara.cian.ru/sale/flat/36516820/;Самарская область, Самара, район Октябрьский, Московское ш., 6;0;4.5;57
Район Железнодорожный;2-комнатная;http://samara.cian.ru/sale/flat/39818777/;Самарская область, Самара, район Железнодорожный, ул. Гагарина, 1;0;3.0;45
Котельники;2-комнатная;http://lyubertsy.cian.ru/sale/flat/37652164/;Московская область, Люберецкий район, Люберцы, 115-й кв-л, ул. Авиаторов, 2к1;15;7.9;78
Котельники;1-комнатная;http://lyubertsy.cian.ru/sale/flat/19488388/;Московская область, Люберецкий район, Люберцы, 115-й кв-л, ул. Авиаторов, 2к2;5;5.3;44
Котельники;1-комнатная;http://lyubertsy.cian.ru/sale/flat/35475144/;Московская область, Люберецкий район, Люберцы, Московская ул.;10;5.9;43
Котельники;2-комнатная;http://lyubertsy.cian.ru/sale/flat/36273683/;Московская область, Люберецкий район, Люберцы, 115-й кв-л, ул. Авиаторов, 2к2;18;9.1;67
Район Октябрьский;2-комнатная;http://samara.cian.ru/sale/flat/28963474/;Самарская область, Самара, район Октябрьский, Московское ш., 4;0;2.3;40
Район Октябрьский;3-комнатная;http://samara.cian.ru/sale/flat/46688322/;Самарская область, Самара, район Октябрьский, Московское ш., 6;0;3.2;75
Район Октябрьский;1-комнатная;http://samara.cian.ru/sale/flat/46688697/;Самарская область, Самара, район Октябрьский, Московское ш., 2;0;1.7;32
Котельники;2-комнатная;http://lyubertsy.cian.ru/sale/flat/22475616/;Московская область, Люберецкий район, Люберцы, Юбилейная ул., 7А;15;5.5;56
