метро;комнат;ссылка;адрес;минут до метро;цена
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/35539512/;Москва, район Лосиноостровский, Изумрудная ул., 24К2;16;6.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/19226986/;Москва, район Лосиноостровский, Янтарный проезд, 29;5;5.1
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/33517498/;Москва, район Бабушкинский, ул. Менжинского, 24к2;5;5.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/42070866/;Москва, район Бабушкинский, ул. Летчика Бабушкина, 15;11;5.7
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/37787182/;Москва, район Бабушкинский, ул. Искры, 11;11;6.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/37283902/;Москва, район Южное Медведково, проезд Дежнева, 19К2;17;6.3
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/46088347/;Москва, район Бабушкинский, Печорская ул., 11;7;6.4
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/36083820/;Москва, район Бабушкинский, Печорская ул., 14;7;6.7
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/37119898/;Москва, район Северное Медведково, проезд Шокальского, 30к1;10;7.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/44806607/;Москва, район Южное Медведково, Заповедная ул., 20;5;7.2
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/39995117/;Москва, район Бабушкинский, ул. Менжинского, 19К2;5;7.3
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/38587109/;Москва, район Бабушкинский, ул. Чичерина, 10К1;12;7.3
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/33273388/;Москва, район Бабушкинский, ул. Менжинского, 21;3;7.5
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/43637543/;Москва, район Северное Медведково, ул. Молодцова, 2к4;15;7.5
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/38219440/;Москва, район Бабушкинский, ул. Летчика Бабушкина, 29К3;6;7.5
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/32300182/;Москва, район Лосиноостровский, ул. Летчика Бабушкина, 32К2;11;7.9
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/35770956/;Москва, район Лосиноостровский, Тайнинская ул., 8;6;8.1
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/35884830/;Москва, район Бабушкинский, Ленская ул., 23;4;10.0
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/30871060/;Москва, район Бабушкинский, ул. Менжинского, 32К1;2;10.0
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/15797446/;Москва, район Бабушкинский, Енисейская ул., 12;8;10.4
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/45275621/;Москва, район Бабушкинский, Осташковская ул., 9к5;15;12.3
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/21231359/;Москва, район Бабушкинский, Осташковская ул., 9к5;15;13.1
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/3329395/;Москва, район Бабушкинский, Анадырский проезд, 13;13;16.4
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/16438570/;Москва, район Лосиноостровский, Изумрудная ул., 18/14;14;7.5
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/45442651/;Москва, район Бабушкинский, ул. Менжинского, 29;5;12.5
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/42775800/;Москва, район Бабушкинский, Ленская ул., 2/21;9;5.9
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/35539512/;Москва, район Лосиноостровский, Изумрудная ул., 24К2;16;6.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/37927924/;Москва, район Лосиноостровский, Изумрудная ул., 18/14;10;7.6
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/37927930/;Москва, район Лосиноостровский, Изумрудная ул., 18/14;10;7.7
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/37927936/;Москва, район Лосиноостровский, Изумрудная ул., 18/14;10;7.7
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/37670242/;Москва, район Южное Медведково, ул. Молодцова, 1А;5;8.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/17891950/;Москва, район Южное Медведково, проезд Шокальского, 7К1;10;8.5
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/46638972/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;9.6
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/44972349/;Москва, район Лосиноостровский, Изумрудная ул., 18/14;10;9.8
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/44972345/;Москва, район Лосиноостровский, Изумрудная ул., 18/14;10;9.8
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/43796075/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;10.2
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/45405677/;Москва, район Бабушкинский, ул. Менжинского, 32К2;2;10.3
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/46602014/;Москва, район Бабушкинский, ул. Менжинского, 23К1;3;10.9
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/25653622/;Москва, район Бабушкинский, Олонецкий проезд, 12;5;11.5
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/38358904/;Москва, район Лосиноостровский, Изумрудная ул., 18/14;10;17.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/15785680/;Москва, район Бабушкинский, ул. Менжинского, 30С1;4;4.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/36514822/;Москва, район Бабушкинский, ул. Менжинского, 17К2;5;4.1
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/32026174/;Москва, район Бабушкинский, Енисейская ул., 17К3;1;4.3
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/35276008/;Москва, район Бабушкинский, Анадырский проезд, 9;16;4.6
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/33135514/;Москва, район Бабушкинский, ул. Летчика Бабушкина, 41К1;12;4.6
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/40492181/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;4.6
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/38354344/;Москва, район Бабушкинский, Енисейская ул., 17К2;4;4.7
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/38439148/;Москва, район Бабушкинский, Енисейская ул., 17К3;3;4.7
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/39319781/;Москва, район Бабушкинский, ул. Менжинского, 17К2;4;4.7
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/45681681/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;4.8
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/44719294/;Москва, район Бабушкинский, Анадырский проезд, 3;25;4.9
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/41972706/;Москва, район Бабушкинский, Анадырский проезд, 15/1;10;5.0
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/35539512/;Москва, район Лосиноостровский, Изумрудная ул., 24К2;16;6.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/40491785/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;5.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/46425202/;Москва, район Бабушкинский, Радужная ул., 4К2;14;5.1
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/43796069/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;5.1
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/15742624/;Москва, район Бабушкинский, Анадырский проезд, 15/1;15;5.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/21766388/;Москва, район Лосиноостровский, Изумрудная ул., 18/14;14;5.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/40492199/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;5.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/40491773/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;5.2
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/40491743/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;5.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/44436042/;Москва, район Южное Медведково, ул. Молодцова, 1А;16;5.3
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/45914297/;Москва, район Бабушкинский, Осташковская ул., 23;10;5.3
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/40491533/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;5.3
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/37068256/;Москва, район Лосиноостровский, Янтарный проезд, 1/8;10;5.5
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/40491737/;Москва, район Бабушкинский, ул. Менжинского, 30С1;3;5.5
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/44715354/;Москва, район Южное Медведково, проезд Дежнева, 14;15;5.6
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/43498871/;Москва, район Бабушкинский, Осташковская ул., 7К2;12;5.7
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/46536667/;Москва, район Северное Медведково, проезд Шокальского, 18К1;15;5.7
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/28124542/;Москва, район Лосиноостровский, Шушенская ул., 7;7;5.7
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/35500386/;Москва, район Бабушкинский, ул. Коминтерна, 3К1;12;5.7
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/37979254/;Москва, район Бабушкинский, ул. Летчика Бабушкина, 29К4;5;5.8
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/42665874/;Москва, район Северное Медведково, проезд Шокальского, 22к1;5;5.9
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/19063432/;Москва, район Бабушкинский, Енисейская ул., 17К3;2;5.9
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/42966210/;Москва, район Бабушкинский, ул. Искры, 19;10;5.9
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/41926620/;Москва, район Бабушкинский, Енисейская ул., 29;4;6.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/42425664/;Москва, район Северное Медведково, Сухонская ул., 9;13;6.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/44727797/;Москва, район Лосиноостровский, Тайнинская ул., 6;17;6.0
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/35539512/;Москва, район Лосиноостровский, Изумрудная ул., 24К2;16;6.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/41415749/;Москва, район Бабушкинский, ул. Летчика Бабушкина, 15;11;6.0
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/25267618/;Москва, район Лосиноостровский, Шушенская ул., 4;18;6.1
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/39116993/;Москва, район Лосиноостровский, Янтарный проезд, 33;19;6.1
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/24752362/;Москва, район Бабушкинский, Анадырский проезд, 5К2;15;6.1
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/36547726/;Москва, район Бабушкинский, Осташковская ул., 9К3;12;6.1
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/19395064/;Москва, район Бабушкинский, Енисейская ул., 17К2;2;6.1
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/44251290/;Москва, район Лосиноостровский, Изумрудная ул., 24К2;12;6.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/32542012/;Москва, район Северное Медведково, ул. Молодцова, 2к4;15;6.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/40368653/;Москва, район Лосиноостровский, Изумрудная ул., 13К2;13;6.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/36498922/;Москва, район Бабушкинский, ул. Летчика Бабушкина, 8;15;6.2
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/43982075/;Москва, район Южное Медведково, проезд Дежнева, 19К2;15;6.3
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/36536842/;Москва, район Бабушкинский, ул. Летчика Бабушкина, 15;10;6.3
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/16329424/;Москва, район Бабушкинский, Ленская ул., 14;4;6.4
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/4593822/;Москва, район Лосиноостровский, Изумрудная ул., 18/14;12;6.4
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/29917462/;Москва, район Бабушкинский, Осташковская ул., 7К4;6;6.4
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/43868717/;Москва, район Бабушкинский, Печорская ул., 11;8;6.4
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/40967297/;Москва, район Бабушкинский, ул. Коминтерна, 12К2;15;6.5
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/34658554/;Москва, район Лосиноостровский, ул. Коминтерна, 26К2А;15;6.5
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/34622572/;Москва, район Бабушкинский, Ленская ул., 28;5;6.5
Бабушкинская;1-комнатная;http://www.cian.ru/sale/flat/19158226/;Москва, район Лосиноостровский, Тайнинская ул., 6;15;6.5
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/19262092/;Москва, район Бабушкинский, Ленская ул., 9;10;6.5
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/38481598/;Москва, район Лосиноостровский, ул. Коминтерна, 34/6;18;6.6
Бабушкинская;2-комнатная;http://www.cian.ru/sale/flat/44761246/;Москва, район Бабушкинский, ул. Искры, 13К1;10;6.7
