метро;комнат;ссылка;адрес;минут до метро;цена
Тимирязевская;1-комнатная;http://www.cian.ru/sale/flat/38060914/;Москва, район Бутырский, ул. Фонвизина, 12А;5;7.8
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/24042180/;Москва, район Тимирязевский, Астрадамская ул., 15Б;13;7.8
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/45190785/;Москва, район Тимирязевский, ул. Дубки, 11;10;7.9
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/44798173/;Москва, район Бутырский, ул. Добролюбова, 27А;10;7.9
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/35582952/;Москва, район Бутырский, ул. Милашенкова, 17;15;7.9
Тимирязевская;1-комнатная;http://www.cian.ru/sale/flat/43408637/;Москва, район Бутырский, ул. Яблочкова, 18;10;8.0
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/36819886/;Москва, район Бутырский, ул. Милашенкова, 12;10;8.0
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/37332784/;Москва, район Бутырский, ул. Милашенкова, 12;10;8.1
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/3962671/;Москва, район Бутырский, ул. Милашенкова, 10;10;8.2
Тимирязевская;1-комнатная;http://www.cian.ru/sale/flat/40514177/;Москва, район Тимирязевский, Ивановская ул., 34;9;8.7
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/30595420/;Москва, район Тимирязевский, Астрадамская ул., 15;10;8.7
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/34020718/;Москва, район Тимирязевский, Астрадамская ул., 15;12;8.7
Тимирязевская;1-комнатная;http://www.cian.ru/sale/flat/17345446/;Москва, район Бутырский, ул. Гончарова, 13К1;7;8.9
Тимирязевская;1-комнатная;http://www.cian.ru/sale/flat/41291099/;Москва, район Бутырский, ул. Яблочкова, 29А;5;8.9
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/39598547/;Москва, район Бутырский, ул. Фонвизина, 12;5;9.3
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/38637233/;Москва, район Бутырский, ул. Яблочкова, 29К4;10;9.5
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/44311842/;Москва, район Бутырский, ул. Фонвизина, 6А;5;9.7
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/38637269/;Москва, район Бутырский, ул. Яблочкова, 35Б;10;9.8
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/37332622/;Москва, район Бутырский, ул. Яблочкова, 29К4;10;10.4
Тимирязевская;2-комнатная;http://www.cian.ru/sale/flat/30258364/;Москва, район Бутырский, ул. Гончарова, 17АК2;10;10.8
