метро;комнат;ссылка;адрес;минут до метро;цена
Тверская;2-комнатная;http://www.cian.ru/sale/flat/43200702/;Москва, район Тверской, Тверская ул., 6С3;6;20.5
Тверская;2-комнатная;http://www.cian.ru/sale/flat/27682156/;Москва, район Пресненский, Большая Бронная ул., 8;7;23.5
Тверская;2-комнатная;http://www.cian.ru/sale/flat/16533916/;Москва, район Тверской, Дегтярный пер., 15к2;5;31.6
Тверская;Студия;http://www.cian.ru/sale/flat/44927893/;Москва, район Тверской, Большой Гнездниковский пер., 10;2;36.4
Тверская;2-комнатная;http://www.cian.ru/sale/flat/18814804/;Москва, район Пресненский, Большая Бронная ул., 17;5;36.4
Тверская;2-комнатная;http://www.cian.ru/sale/flat/45929097/;Москва, район Тверской, Большой Гнездниковский пер., 10;2;40.1
Тверская;2-комнатная;http://www.cian.ru/sale/flat/21285299/;Москва, район Тверской, Большой Гнездниковский пер., 10;10;40.1
Тверская;2-комнатная;http://www.cian.ru/sale/flat/40697081/;Москва, район Пресненский, пер. Брюсов, 17;7;43.9
Тверская;2-комнатная;http://www.cian.ru/sale/flat/31054330/;Москва, район Пресненский, Малая Бронная ул., 27/14;1;109.3
Тверская;2-комнатная;http://www.cian.ru/sale/flat/31158628/;Москва, район Тверской, Большой Гнездниковский пер., 10;2;15.5
Тверская;Студия;http://www.cian.ru/sale/flat/42136044/;Москва, район Тверской, Большой Гнездниковский пер., 10;2;16.7
Тверская;2-комнатная;http://www.cian.ru/sale/flat/26876494/;Москва, район Тверской, Воротниковский пер., 11С1;10;18.9
Тверская;1-комнатная;http://www.cian.ru/sale/flat/40349825/;Москва, район Пресненский, Большая Садовая ул., 5;10;21.3
Тверская;1-комнатная;http://www.cian.ru/sale/flat/40349867/;Москва, район Пресненский, Большая Садовая ул., 5;10;21.8
Тверская;1-комнатная;http://www.cian.ru/sale/flat/16670284/;Москва, район Тверской, Тверская ул., 6С1;12;22.5
Тверская;2-комнатная;http://www.cian.ru/sale/flat/30908458/;Москва, район Тверской, Тверская ул., 8к1;5;22.9
Тверская;2-комнатная;http://www.cian.ru/sale/flat/36457787/;Москва, район Тверской, Петровский бул., 17/1;5;24.0
Тверская;2-комнатная;http://www.cian.ru/sale/flat/40340501/;Москва, район Тверской, ул. Каретный Ряд, 5/10С2;6;24.4
Тверская;1-комнатная;http://www.cian.ru/sale/flat/40349927/;Москва, район Пресненский, Большая Садовая ул., 5;10;25.1
Тверская;1-комнатная;http://www.cian.ru/sale/flat/40349969/;Москва, район Пресненский, Большая Садовая ул., 5;10;25.5
Тверская;1-комнатная;http://www.cian.ru/sale/flat/40350017/;Москва, район Пресненский, Большая Садовая ул., 5;10;26.3
Тверская;2-комнатная;http://www.cian.ru/sale/flat/40624955/;Москва, район Пресненский, Спиридоньевский пер., 5С2;10;29.6
Тверская;2-комнатная;http://www.cian.ru/sale/flat/33795526/;Москва, район Пресненский, пер. Брюсов, 7;5;30.0
Тверская;2-комнатная;http://www.cian.ru/sale/flat/16354786/;Москва, район Пресненский, пер. Брюсов, 7;10;30.0
Тверская;2-комнатная;http://www.cian.ru/sale/flat/15104536/;Москва, район Пресненский, Большая Бронная ул., 17;10;30.0
Тверская;2-комнатная;http://www.cian.ru/sale/flat/18962812/;Москва, район Пресненский, Скатертный пер., 17;5;34.0
Тверская;2-комнатная;http://www.cian.ru/sale/flat/40350077/;Москва, район Пресненский, Большая Садовая ул., 5;10;35.3
Тверская;2-комнатная;http://www.cian.ru/sale/flat/23506734/;Москва, район Пресненский, Большая Бронная ул., 17;5;36.3
Тверская;2-комнатная;http://www.cian.ru/sale/flat/39781469/;Москва, район Тверской, Тверская ул., 17;5;36.3
Тверская;2-комнатная;http://www.cian.ru/sale/flat/23619480/;Москва, район Пресненский, Большая Бронная ул., 17;5;36.3
Тверская;2-комнатная;http://www.cian.ru/sale/flat/37547728/;Москва, район Пресненский, Большая Бронная ул., 17;3;36.4
Тверская;2-комнатная;http://www.cian.ru/sale/flat/39788105/;Москва, район Тверской, Тверская ул., 17;5;37.5
Тверская;1-комнатная;http://www.cian.ru/sale/flat/31269604/;Москва, район Тверской, Большой Гнездниковский пер., 7;5;37.9
Тверская;2-комнатная;http://www.cian.ru/sale/flat/40614023/;Москва, район Тверской, Глинищевский пер., 5/7;6;38.0
Тверская;1-комнатная;http://www.cian.ru/sale/flat/42610062/;Москва, район Тверской, Большой Гнездниковский пер., 10;2;40.1
Тверская;1-комнатная;http://www.cian.ru/sale/flat/38614865/;Москва, район Тверской, Большой Гнездниковский пер., 10;2;40.1
Тверская;2-комнатная;http://www.cian.ru/sale/flat/31857142/;Москва, район Тверской, Большой Гнездниковский пер., 10;10;40.1
Тверская;1-комнатная;http://www.cian.ru/sale/flat/28337194/;Москва, район Тверской, Большой Гнездниковский пер., 10;10;40.1
