метро;комнат;ссылка;адрес;минут до метро;цена
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/40398227/;Москва, район Богородское, Бойцовая ул., 11;14;7.3
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/36851800/;Москва, район Богородское, Бойцовая ул., 11;16;7.3
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/21311777/;Москва, район Богородское, Ивантеевская ул., 32К3;2;7.3
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/32647474/;Москва, район Метрогородок, Открытое ш., 24К1;16;7.4
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/27939706/;Москва, район Богородское, Открытое ш., 3К1;4;7.4
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/19270888/;Москва, район Богородское, 4-я Гражданская ул., 35;17;7.6
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/28293568/;Москва, район Богородское, Глебовская ул., 10А;15;7.7
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/37269658/;Москва, район Богородское, Игральная ул., 6К2;15;8.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/36475420/;Москва, район Богородское, 1-я Мясниковская ул., 18;14;8.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/41269121/;Москва, район Богородское, Ивантеевская ул., 23;2;8.3
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/18648064/;Москва, район Богородское, проезд 3-й Подбельского, 16А;10;8.5
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/43099476/;Москва, район Богородское, бул. Маршала Рокоссовского, 6;6;8.6
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/42622890/;Москва, район Богородское, бул. Маршала Рокоссовского, 6к1г;5;9.0
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/35980218/;Москва, район Богородское, бул. Маршала Рокоссовского, 6к1а;10;9.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/43518101/;Москва, район Богородское, Игральная ул., 7;15;9.3
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/39636965/;Москва, район Богородское, бул. Маршала Рокоссовского, 6к1а;5;9.5
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/32262220/;Москва, район Богородское, Ивантеевская ул., 23;2;10.5
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/19644112/;Москва, район Богородское, бул. Маршала Рокоссовского, 6к1а;5;10.8
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/9172144/;Москва, район Богородское, проезд 4-й Подбельского, 6;6;10.9
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/42453660/;Москва, район Богородское, бул. Маршала Рокоссовского, 6к1в;8;11.0
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/26878096/;Москва, район Преображенское, Просторная ул., 14К1;10;11.0
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/36452873/;Москва, район Богородское, бул. Маршала Рокоссовского, 6к1а;7;11.1
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/40997819/;Москва, район Богородское, Ивантеевская ул., 2;10;11.3
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/24538696/;Москва, район Богородское, бул. Маршала Рокоссовского, 6к1в;5;11.4
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/22126136/;Москва, район Богородское, бул. Маршала Рокоссовского, 6к1г;5;12.0
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/25671136/;Москва, район Богородское, Игральная ул., 10;16;5.8
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/39597167/;Москва, район Метрогородок, Открытое ш., 17К2;13;5.9
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/37782808/;Москва, район Богородское, Ивантеевская ул., 1К2;18;5.9
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/45126957/;Москва, район Богородское, Бойцовая ул., 10К7;7;6.0
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/44804295/;Москва, район Богородское, Ивантеевская ул., 4К1;7;6.0
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/38562178/;Москва, район Богородское, Открытое ш., 3К7;3;6.0
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/42793494/;Москва, район Богородское, Игральная ул., 1К4;5;6.0
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/21479219/;Москва, район Богородское, Бойцовая ул., 22К6;8;6.0
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/38394646/;Москва, район Богородское, Ивантеевская ул., 1А;19;6.0
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/34199206/;Москва, район Богородское, Ивантеевская ул., 2К4;10;6.1
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/38050978/;Москва, район Богородское, Ивантеевская ул., 32К3;2;6.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/35765244/;Москва, район Метрогородок, Открытое ш., 17К5;16;6.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/26949934/;Москва, район Богородское, бул. Маршала Рокоссовского, 12;8;6.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/38562184/;Москва, район Богородское, Открытое ш., 3К7;3;6.3
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/33810880/;Москва, район Богородское, Наримановская ул., 27;15;6.3
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/40398269/;Москва, район Метрогородок, Открытое ш., 24К2;12;6.4
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/45690197/;Москва, район Богородское, бул. Маршала Рокоссовского, 36/1;5;6.5
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/46417927/;Москва, район Богородское, Ивантеевская ул., 1К4;15;6.5
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/40984199/;Москва, район Богородское, Открытое ш., 1К12;7;6.5
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/38938355/;Москва, район Богородское, Бойцовая ул., 4/37К5;15;6.5
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/37869280/;Москва, район Богородское, Открытое ш., 3К4;5;6.6
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/42943104/;Москва, район Богородское, бул. Маршала Рокоссовского, 4;5;7.0
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/45947737/;Москва, район Богородское, Бойцовая ул., 14К10;10;7.1
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/46612172/;Москва, район Богородское, Открытое ш., 5К6;1;7.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/42410922/;Москва, район Богородское, Открытое ш., 6К1;7;7.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/40398227/;Москва, район Богородское, Бойцовая ул., 11;14;7.3
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/36851800/;Москва, район Богородское, Бойцовая ул., 11;16;7.3
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/21311777/;Москва, район Богородское, Ивантеевская ул., 32К3;2;7.3
Бульвар Рокоссовского;1-комнатная;http://www.cian.ru/sale/flat/32647474/;Москва, район Метрогородок, Открытое ш., 24К1;16;7.4
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/27939706/;Москва, район Богородское, Открытое ш., 3К1;4;7.4
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/19270888/;Москва, район Богородское, 4-я Гражданская ул., 35;17;7.6
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/28293568/;Москва, район Богородское, Глебовская ул., 10А;15;7.7
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/37269658/;Москва, район Богородское, Игральная ул., 6К2;15;8.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/36475420/;Москва, район Богородское, 1-я Мясниковская ул., 18;14;8.2
Бульвар Рокоссовского;2-комнатная;http://www.cian.ru/sale/flat/41269121/;Москва, район Богородское, Ивантеевская ул., 23;2;8.3
