метро;комнат;ссылка;адрес;минут до метро;цена
Лубянка;3-комнатная;http://www.cian.ru/sale/flat/46086747/;Москва, район Тверской, Никольская ул., 10/2С2ав;5;250.4
Охотный ряд;Свободная планировка;http://www.cian.ru/sale/flat/37984318/;Москва, район Тверской, Никольская ул., 11-13С4;10;1750.3
Лубянка;2-комнатная;http://www.cian.ru/sale/flat/39864161/;Москва, район Тверской, Никольская ул., 10/2С2ав;10;128.9
Театральная;2-комнатная;http://www.cian.ru/sale/flat/46512312/;Москва, район Тверской, ул. Большая Дмитровка, 7/5С1;2;57.9
Пушкинская;2-комнатная;http://www.cian.ru/sale/flat/45944192/;Москва, район Тверской, ул. Большая Дмитровка, 7/5С1;5;38.0
Площадь Революции;Свободная планировка;http://www.cian.ru/sale/flat/12956236/;Москва, район Тверской, Никольская ул., 11-13С4;10;1750.3
Лубянка;3-комнатная;http://www.cian.ru/sale/flat/46086757/;Москва, район Тверской, Никольская ул., 10/2С2ав;5;420.7
Площадь Революции;3-комнатная;http://www.cian.ru/sale/flat/38233702/;Москва, район Тверской, Никольская ул., 10/2С2ав;10;241.5
Лубянка;3-комнатная;http://www.cian.ru/sale/flat/18709720/;Москва, район Тверской, Никольская ул., 10/2С2б;2;420.7
Театральная;2-комнатная;http://www.cian.ru/sale/flat/46512357/;Москва, район Тверской, ул. Большая Дмитровка, 7/5С1;2;28.8
