метро;комнат;ссылка;адрес;минут до метро;цена
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/46064867/;Москва, район Левобережный, Валдайский проезд, 4;15;7.2
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/28584934/;Москва, район Левобережный, Беломорская ул., 5К2;15;7.3
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/39866339/;Москва, район Ховрино, ул. Ляпидевского, 16;15;7.3
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/44721051/;Москва, район Левобережный, Фестивальная ул., 7;1;7.4
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/39631367/;Москва, район Ховрино, ул. Ляпидевского, 10К2;17;7.4
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/43541621/;Москва, район Левобережный, Смольная ул., 43;11;7.5
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/26843002/;Москва, район Левобережный, Смольная ул., 57К1;17;7.5
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/45048941/;Москва, район Левобережный, Смольная ул., 51к1;15;7.6
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/39025751/;Москва, район Головинский, Авангардная ул., 19/30;5;7.8
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/41615802/;Москва, район Левобережный, Беломорская ул., 8с1;7;7.8
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/39744743/;Москва, район Ховрино, ул. Ляпидевского, 2;17;7.8
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/43132722/;Москва, район Левобережный, Валдайский проезд, 12;14;7.9
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/38508394/;Москва, район Ховрино, Фестивальная ул., 12/20;15;7.9
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/31068448/;Москва, район Ховрино, Фестивальная ул., 51К1;7;8.0
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/45915192/;Москва, район Ховрино, ул. Лавочкина, 52;16;8.0
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/37407958/;Москва, район Левобережный, Смольная ул., 57К1;10;8.0
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/41780484/;Москва, район Левобережный, Фестивальная ул., 41к3;8;8.1
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/46065367/;Москва, район Левобережный, Валдайский проезд, 12;15;8.3
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/40835327/;Москва, район Левобережный, Смольная ул., 57К1;5;8.4
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/40594307/;Москва, район Ховрино, ул. Ляпидевского, 2;17;8.4
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/43810955/;Москва, район Левобережный, Беломорская ул., 18Ак2;8;8.4
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/34016566/;Москва, район Левобережный, Беломорская ул., 18Ак2;10;8.5
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/42782544/;Москва, район Головинский, Флотская ул., 28К1;11;8.5
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/26273812/;Москва, район Левобережный, Беломорская ул., 18Ак2;10;8.6
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/38306278/;Москва, район Левобережный, Смольная ул., 49;10;8.6
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/32852866/;Москва, район Ховрино, Петрозаводская ул., 15К3;15;5.7
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/36356927/;Москва, район Головинский, Ленинградское ш., 62К1;10;5.8
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/44034085/;Москва, район Ховрино, Фестивальная ул., 59К1;20;5.8
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/19212358/;Москва, район Левобережный, Ленинградское ш., 112/1К2;10;5.9
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/37265776/;Москва, район Левобережный, Ленинградское ш., 112к4;16;6.0
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/45134255/;Москва, район Ховрино, ул. Лавочкина, 48К1;14;6.0
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/20136845/;Москва, район Левобережный, Ленинградское ш., 112к3;15;6.1
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/36020094/;Москва, район Левобережный, Ленинградское ш., 92/1;10;6.1
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/46465544/;Москва, район Левобережный, Беломорская ул., 10К3;8;6.1
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/44558256/;Москва, район Левобережный, Ленинградское ш., 112к2;12;6.1
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/38437396/;Москва, район Ховрино, Фестивальная ул., 57;17;6.3
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/3511057/;Москва, район Левобережный, Фестивальная ул., 15К3;5;6.3
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/30920524/;Москва, район Левобережный, Ленинградское ш., 112к2с3;14;6.3
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/41156693/;Москва, район Головинский, Флотская ул., 18;5;6.5
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/31210822/;Москва, район Левобережный, Ленинградское ш., 102;7;6.7
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/36467242/;Москва, район Левобережный, Валдайский проезд, 4;17;6.7
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/35409316/;Москва, район Ховрино, Петрозаводская ул., 21;10;6.8
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/43826591/;Москва, район Левобережный, Беломорская ул., 20к1;10;7.0
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/43645733/;Москва, район Головинский, Конаковский проезд, 15;8;7.0
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/13356025/;Москва, район Левобережный, Фестивальная ул., 39К1;3;7.0
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/34039258/;Москва, район Головинский, Конаковский проезд, 8К1;10;7.1
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/32212750/;Москва, район Левобережный, Ленинградское ш., 108к3;10;7.1
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/24724624/;Москва, район Левобережный, Валдайский проезд, 12;17;7.1
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/40712069/;Москва, район Левобережный, Беломорская ул., 18К1;7;7.2
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/36040128/;Москва, район Левобережный, Фестивальная ул., 39К1;6;7.2
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/46064867/;Москва, район Левобережный, Валдайский проезд, 4;15;7.2
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/28584934/;Москва, район Левобережный, Беломорская ул., 5К2;15;7.3
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/39866339/;Москва, район Ховрино, ул. Ляпидевского, 16;15;7.3
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/44721051/;Москва, район Левобережный, Фестивальная ул., 7;1;7.4
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/39631367/;Москва, район Ховрино, ул. Ляпидевского, 10К2;17;7.4
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/43541621/;Москва, район Левобережный, Смольная ул., 43;11;7.5
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/26843002/;Москва, район Левобережный, Смольная ул., 57К1;17;7.5
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/45048941/;Москва, район Левобережный, Смольная ул., 51к1;15;7.6
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/39025751/;Москва, район Головинский, Авангардная ул., 19/30;5;7.8
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/41615802/;Москва, район Левобережный, Беломорская ул., 8с1;7;7.8
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/39744743/;Москва, район Ховрино, ул. Ляпидевского, 2;17;7.8
Речной вокзал;2-комнатная;http://www.cian.ru/sale/flat/43132722/;Москва, район Левобережный, Валдайский проезд, 12;14;7.9
Речной вокзал;1-комнатная;http://www.cian.ru/sale/flat/38508394/;Москва, район Ховрино, Фестивальная ул., 12/20;15;7.9
