метро;комнат;ссылка;адрес;минут до метро;цена
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/44471094/;Москва, район Проспект Вернадского, ул. Удальцова, 15;9;23.5
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/33570694/;Москва, район Проспект Вернадского, просп. Вернадского, 44к1;8;17.4
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/42296214/;Москва, район Ломоносовский, просп. Вернадского, 29А;10;17.5
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/38232676/;Москва, район Проспект Вернадского, ул. Кравченко, 11;6;17.7
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/22499388/;Москва, район Проспект Вернадского, просп. Вернадского, 42к2;5;19.3
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/31526938/;Москва, район Проспект Вернадского, ул. Удальцова, 32;7;24.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/41235305/;Москва, район Проспект Вернадского, просп. Вернадского, 42к2;5;24.7
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/37294678/;Москва, район Проспект Вернадского, просп. Вернадского, 42к2;6;24.8
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/40341527/;Москва, район Проспект Вернадского, просп. Вернадского, 42к2;6;24.8
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/35864256/;Москва, район Обручевский, Ленинский просп., 105;17;25.2
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/13380529/;Москва, район Проспект Вернадского, ул. Удальцова, 46;10;25.5
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/37126876/;Москва, район Проспект Вернадского, ул. Удальцова, 22;8;26.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/3876135/;Москва, район Обручевский, Ленинский просп., 105;14;26.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/37215178/;Москва, район Обручевский, Ленинский просп., 105;10;26.8
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/37836004/;Москва, район Обручевский, Ленинский просп., 105;15;27.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/4253310/;Москва, район Обручевский, Ленинский просп., вл105;10;29.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/32611906/;Москва, район Проспект Вернадского, Ленинский просп., 92К1;12;34.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/1631653/;Москва, район Проспект Вернадского, ул. Удальцова, 85К4;13;35.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/38612015/;Москва, район Проспект Вернадского, Ленинский просп., 128К1;14;35.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/34012762/;Москва, район Проспект Вернадского, Ленинский просп., 128К1;14;35.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/2839418/;Москва, район Проспект Вернадского, Ленинский просп., 128К1;12;35.4
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/40513655/;Москва, район Проспект Вернадского, ул. Удальцова, 73;6;38.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/31338628/;Москва, район Проспект Вернадского, ул. Удальцова, 69;6;39.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/3152339/;Москва, район Проспект Вернадского, ул. Удальцова, 85А;11;42.4
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/44716458/;Москва, район Ломоносовский, просп. Вернадского, 33к1;5;49.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/45401337/;Москва, район Проспект Вернадского, ул. Удальцова, 65;5;49.6
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/44471094/;Москва, район Проспект Вернадского, ул. Удальцова, 15;9;23.5
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/43405325/;Москва, район Ломоносовский, ул. Марии Ульяновой, 3К3;15;15.0
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/45055803/;Москва, район Обручевский, Ленинский просп., 105к1;19;15.3
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/37199302/;Москва, район Обручевский, Ленинский просп., 99;15;16.5
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/31086964/;Москва, район Ломоносовский, Ленинский просп.;19;17.4
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/29850586/;Москва, район Обручевский, Ленинский просп., 105к1;19;17.5
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/37199308/;Москва, район Обручевский, Ленинский просп., 99;15;17.7
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/36456395/;Москва, район Обручевский, Ленинский просп., 105к1;19;17.9
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/36690760/;Москва, район Обручевский, Ленинский просп., 105к1;19;19.4
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/21539925/;Москва, район Обручевский, Ленинский просп., 105к1;19;19.8
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/45056107/;Москва, район Обручевский, Ленинский просп., 105к1;19;20.0
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/45053555/;Москва, район Обручевский, Ленинский просп., 105к1;19;20.3
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/36613456/;Москва, район Обручевский, Ленинский просп., 105;17;20.3
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/36355229/;Москва, район Обручевский, Ленинский просп., 105;17;20.3
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/37199278/;Москва, район Обручевский, Ленинский просп., 99;15;20.7
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/41665308/;Москва, район Обручевский, Ленинский просп., 105;17;20.9
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/21527265/;Москва, район Обручевский, Ленинский просп., 105;19;21.3
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/40361525/;Москва, район Проспект Вернадского, ул. Удальцова, 19К2;5;23.5
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/27735868/;Москва, район Проспект Вернадского, ул. Удальцова, 28;10;25.7
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/36627532/;Москва, район Обручевский, Ленинский просп., 105;15;25.8
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/3299800/;Москва, район Проспект Вернадского, ул. Коштоянца, 12;13;27.7
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/38458702/;Москва, район Проспект Вернадского, ул. Удальцова, 5К3;10;29.9
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/38933705/;Москва, район Проспект Вернадского, Ленинский просп., 116К1;13;32.9
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/32528692/;Москва, район Проспект Вернадского, ул. Лобачевского, 44А;11;5.4
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/44906971/;Москва, район Проспект Вернадского, ул. Удальцова, 6;7;6.0
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/43878053/;Москва, район Проспект Вернадского, ул. Удальцова, 6;5;6.2
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/44471094/;Москва, район Проспект Вернадского, ул. Удальцова, 15;9;23.5
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/46441764/;Москва, район Проспект Вернадского, ул. Удальцова, 63;3;6.3
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/46441759/;Москва, район Проспект Вернадского, ул. Удальцова, 63;3;6.3
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/44810065/;Москва, район Проспект Вернадского, ул. Удальцова, 6;8;6.3
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/41951358/;Москва, район Проспект Вернадского, ул. Коштоянца, 41;10;6.5
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/46323842/;Москва, район Проспект Вернадского, ул. Лобачевского, 16;12;6.5
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/16864060/;Москва, район Проспект Вернадского, просп. Вернадского, 77;7;6.7
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/36111977/;Москва, район Проспект Вернадского, ул. Лобачевского, 10;12;6.8
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/33272956/;Москва, район Проспект Вернадского, ул. Лобачевского, 44А;9;6.8
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/41272235/;Москва, район Проспект Вернадского, ул. Лобачевского, 44А;10;6.9
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/38925251/;Москва, район Проспект Вернадского, ул. Лобачевского, 44А;7;6.9
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/45051807/;Москва, район Проспект Вернадского, ул. Удальцова, 6;8;7.0
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/30843430/;Москва, район Проспект Вернадского, Ленинский просп., 130К1;12;7.0
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/41219771/;Москва, район Проспект Вернадского, ул. Лобачевского, 74;11;7.2
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/16979224/;Москва, район Проспект Вернадского, просп. Вернадского, 59А;7;7.3
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/21902498/;Москва, район Проспект Вернадского, ул. Удальцова, 3К10;7;7.4
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/46083062/;Москва, район Проспект Вернадского, ул. Лобачевского, 74;6;7.5
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/46105494/;Москва, район Проспект Вернадского, ул. Лобачевского, 16;12;7.5
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/46641527/;Москва, район Проспект Вернадского, ул. Лобачевского, 22;12;7.6
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/44774025/;Москва, район Проспект Вернадского, ул. Лобачевского, 40;10;7.6
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/39202889/;Москва, район Проспект Вернадского, ул. Лобачевского, 32;10;7.6
Проспект Вернадского;2-комнатная;http://www.cian.ru/sale/flat/39714599/;Москва, район Проспект Вернадского, ул. Лобачевского, 62;7;7.7
Проспект Вернадского;1-комнатная;http://www.cian.ru/sale/flat/32858236/;Москва, район Проспект Вернадского, ул. Удальцова, 4;15;7.8
