метро;комнат;ссылка;адрес;минут до метро;цена
Преображенская площадь;1-комнатная;http://www.cian.ru/sale/flat/44805883/;Москва, район Соколиная гора, Борисовская ул., 27;10;5.3
Преображенская площадь;1-комнатная;http://www.cian.ru/sale/flat/45783439/;Москва, район Преображенское, Просторная ул., 2;11;5.5
Преображенская площадь;1-комнатная;http://www.cian.ru/sale/flat/25494694/;Москва, район Преображенское, ул. Хромова, 20;5;6.0
Преображенская площадь;1-комнатная;http://www.cian.ru/sale/flat/23573826/;Москва, район Богородское, Просторная ул., 5;12;6.2
Преображенская площадь;1-комнатная;http://www.cian.ru/sale/flat/43687745/;Москва, район Преображенское, Знаменская ул., 53;13;6.4
Преображенская площадь;2-комнатная;http://www.cian.ru/sale/flat/45792379/;Москва, район Преображенское, ул. Девятая Рота, 15;6;7.2
Преображенская площадь;1-комнатная;http://www.cian.ru/sale/flat/38324716/;Москва, район Преображенское, ул. Хромова, 3;3;7.2
Преображенская площадь;1-комнатная;http://www.cian.ru/sale/flat/31828444/;Москва, район Преображенское, Халтуринская ул., 12К1;13;7.5
Преображенская площадь;2-комнатная;http://www.cian.ru/sale/flat/44807191/;Москва, район Преображенское, 2-я Пугачевская ул., 10К1;7;7.6
Преображенская площадь;1-комнатная;http://www.cian.ru/sale/flat/35752860/;Москва, район Преображенское, ул. Хромова, 3;5;7.7
Преображенская площадь;2-комнатная;http://www.cian.ru/sale/flat/44807739/;Москва, район Преображенское, Открытое ш., 2К10;15;9.2
Преображенская площадь;2-комнатная;http://www.cian.ru/sale/flat/30921826/;Москва, район Преображенское, Большая Черкизовская ул., 20К2;10;11.5
Преображенская площадь;1-комнатная;http://www.cian.ru/sale/flat/43638899/;Москва, район Сокольники, ул. Матросская Тишина, 23/7С3;15;14.9
Преображенская площадь;2-комнатная;http://www.cian.ru/sale/flat/44806527/;Москва, район Преображенское, Краснобогатырская ул., 90С2;10;17.5
Преображенская площадь;2-комнатная;http://www.cian.ru/sale/flat/30389800/;Москва, район Преображенское, Краснобогатырская ул., 90С2;10;26.0
Преображенская площадь;2-комнатная;http://www.cian.ru/sale/flat/27590800/;Москва, район Преображенское, Краснобогатырская ул., 90С2;10;26.0
