метро;комнат;ссылка;адрес;минут до метро;цена
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/22720554/;Москва, район Пресненский, Столярный пер., 3к34;6;29.8
Улица 1905 года;1-комнатная;http://www.cian.ru/sale/flat/22202918/;Москва, район Пресненский, Столярный пер., 3к34;10;30.5
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/33678124/;Москва, район Пресненский, Столярный пер.;5;30.6
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/18631516/;Москва, район Пресненский, Столярный пер., 3к20;7;30.7
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/18597622/;Москва, район Пресненский, Столярный пер., 3к34;6;30.8
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/30835606/;Москва, район Пресненский, Шмитовский проезд, 16С2;10;31.0
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/20675771/;Москва, район Пресненский, 2-я Звенигородская ул., 13С4;7;31.2
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/22720602/;Москва, район Пресненский, Столярный пер., 3к34;6;31.8
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/37550590/;Москва, район Пресненский, Шмитовский проезд, 16С1;12;33.0
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/45599705/;Москва, район Пресненский, Шмитовский проезд, 16С1;10;33.0
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/18640702/;Москва, район Пресненский, Столярный пер., 3к20;7;33.1
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/18630610/;Москва, район Пресненский, Столярный пер., 3к20;7;33.6
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/35282470/;Москва, район Пресненский, Столярный пер., 3к34;7;33.9
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/32589946/;Москва, район Пресненский, 2-я Звенигородская ул., 13С4;10;34.3
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/32590462/;Москва, район Пресненский, 2-я Звенигородская ул., 13С4;10;34.7
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/22720410/;Москва, район Пресненский, Столярный пер., 3к34;6;34.9
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/23379678/;Москва, район Пресненский, 2-я Звенигородская ул., 13С4;8;35.7
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/21718844/;Москва, район Пресненский, Столярный пер., 3к34;6;35.8
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/3544285/;Москва, район Пресненский, Столярный пер., 3к34;5;35.8
Улица 1905 года;2-комнатная;http://www.cian.ru/sale/flat/33678226/;Москва, район Пресненский, 2-я Звенигородская ул.;7;36.0
